target,test,number_of_tests,time_to_run_tests_on_non_mutated_code,time_to_create_targets_ast,time_to_create_mutated_modules,time_to_run_tests_on_mutated_modules,time_to_generate_mutated_asts,time_to_mutate_module,total_time,mutation_id,line_number,operator,status,killer,exception_traceback,number_of_tests_executed,time_to_run_tests_on_mutated_module
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,180.42991638183594,0.05089282989501953,NA,NA,NA,0.24475908279418945,183.7374885082245,NA,NA,AOD,NA,NA,NA,NA,NA
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,175.43386507034302,0.06202864646911621,0.15906095504760742,5033.717342376709,18.53624987602234,5052.474681854248,5230.423239707947,1,242,AOR,survived,,,593,191.51937198638916
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,175.43386507034302,0.06202864646911621,0.15906095504760742,5033.717342376709,18.53624987602234,5052.474681854248,5230.423239707947,2,242,AOR,survived,,,593,128.48999762535095
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,175.43386507034302,0.06202864646911621,0.15906095504760742,5033.717342376709,18.53624987602234,5052.474681854248,5230.423239707947,3,242,AOR,timeout,,,,877.284708738327
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,175.43386507034302,0.06202864646911621,0.15906095504760742,5033.717342376709,18.53624987602234,5052.474681854248,5230.423239707947,4,256,AOR,timeout,,,,877.2899870872498
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,175.43386507034302,0.06202864646911621,0.15906095504760742,5033.717342376709,18.53624987602234,5052.474681854248,5230.423239707947,5,256,AOR,timeout,,,,877.2871584892273
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,175.43386507034302,0.06202864646911621,0.15906095504760742,5033.717342376709,18.53624987602234,5052.474681854248,5230.423239707947,6,256,AOR,timeout,,,,877.2305686473846
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,175.43386507034302,0.06202864646911621,0.15906095504760742,5033.717342376709,18.53624987602234,5052.474681854248,5230.423239707947,7,298,AOR,survived,,,593,148.93915915489197
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,175.43386507034302,0.06202864646911621,0.15906095504760742,5033.717342376709,18.53624987602234,5052.474681854248,5230.423239707947,8,298,AOR,survived,,,593,151.4512209892273
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,175.43386507034302,0.06202864646911621,0.15906095504760742,5033.717342376709,18.53624987602234,5052.474681854248,5230.423239707947,9,298,AOR,survived,,,593,152.25507140159607
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,175.43386507034302,0.06202864646911621,0.15906095504760742,5033.717342376709,18.53624987602234,5052.474681854248,5230.423239707947,10,298,AOR,survived,,,593,171.958842754364
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,175.43386507034302,0.06202864646911621,0.15906095504760742,5033.717342376709,18.53624987602234,5052.474681854248,5230.423239707947,11,298,AOR,survived,,,593,166.63046407699585
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,175.43386507034302,0.06202864646911621,0.15906095504760742,5033.717342376709,18.53624987602234,5052.474681854248,5230.423239707947,12,298,AOR,survived,,,593,143.63243126869202
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,175.43386507034302,0.06202864646911621,0.15906095504760742,5033.717342376709,18.53624987602234,5052.474681854248,5230.423239707947,13,298,AOR,survived,,,593,129.19760990142822
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,175.43386507034302,0.06202864646911621,0.15906095504760742,5033.717342376709,18.53624987602234,5052.474681854248,5230.423239707947,14,298,AOR,survived,,,593,140.0970892906189
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,191.88298273086548,0.06281709671020508,0.007381439208984375,959.4647946357727,1.8561010360717773,961.3910942077637,1158.498899936676,1,267,ASR,timeout,,,,959.4537844657898
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,180.31628227233887,0.06364870071411133,0.029723644256591797,635.0667238235474,3.2985851764678955,638.458681344986,823.8253936767578,1,269,BCR,survived,,,593,632.4436795711517
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,180.31628227233887,0.06364870071411133,0.029723644256591797,635.0667238235474,3.2985851764678955,638.458681344986,823.8253936767578,2,405,BCR,killed,test_grover_00001 (test.aqua.test_grover.TestGrover),"Traceback (most recent call last):\n  File ""/home/swarm/qmutpy-experiments/tools/qiskit-aqua/env/lib/python3.7/site-packages/ddt.py"", line 182, in wrapper\n    return func(self, *args, **kwargs)\n  File ""./test/aqua/test_grover.py"", line 91, in test_grover\n    self.assertEqual(groundtruth, [])\nAssertionError: Lists differ: ['101', '000', '011'] != []\n\nFirst list contains 3 additional elements.\nFirst extra element 0:\n'101'\n\n- ['101', '000', '011']\n+ []\n",1,2.5857491493225098
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,158.20917129516602,0.05885958671569824,0.05310940742492676,3164.888878583908,7.4890899658203125,3172.489937543869,3335.199580192566,1,260,COD,timeout,,,,791.1839597225189
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,158.20917129516602,0.05885958671569824,0.05310940742492676,3164.888878583908,7.4890899658203125,3172.489937543869,3335.199580192566,2,462,COD,timeout,,,,791.136670589447
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,158.20917129516602,0.05885958671569824,0.05310940742492676,3164.888878583908,7.4890899658203125,3172.489937543869,3335.199580192566,3,470,COD,killed,test_grover_00001 (test.aqua.test_grover.TestGrover),"Traceback (most recent call last):\n  File ""/home/swarm/qmutpy-experiments/tools/qiskit-aqua/env/lib/python3.7/site-packages/ddt.py"", line 182, in wrapper\n    return func(self, *args, **kwargs)\n  File ""./test/aqua/test_grover.py"", line 79, in test_grover\n    rotation_counts=rotation_counts, mct_mode=mct_mode)\n  File ""/home/swarm/qmutpy-experiments/tools/qiskit-aqua/env/lib/python3.7/site-packages/qiskit_aqua-0.9.2-py3.7.egg/qiskit/aqua/utils/name_unnamed_args.py"", line 69, in wrapper\n    return func(*args[:skip], **kwargs)\n  File ""qiskit.aqua.algorithms.amplitude_amplifiers.grover"", line 240, in __init__\n  File ""qiskit.aqua.algorithms.amplitude_amplifiers.grover"", line 473, in _construct_grover_operator\nqiskit.aqua.aqua_error.AquaError: 'Missing the evaluate_classically() method                     from the provided oracle instance.'\n",1,0.1263115406036377
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,158.20917129516602,0.05885958671569824,0.05310940742492676,3164.888878583908,7.4890899658203125,3172.489937543869,3335.199580192566,4,477,COD,timeout,,,,791.1775438785553
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,158.20917129516602,0.05885958671569824,0.05310940742492676,3164.888878583908,7.4890899658203125,3172.489937543869,3335.199580192566,5,545,COD,timeout,,,,791.1969487667084
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,168.5247049331665,0.061551570892333984,0.4671013355255127,16287.082382917404,58.81673789024353,16346.427773714066,16519.23977279663,1,218,COI,killed,test_state_preparation_quantumcircuit (test.aqua.test_grover.TestGroverConstructor),"Traceback (most recent call last):\n  File ""./test/aqua/test_grover.py"", line 141, in test_state_preparation_quantumcircuit\n    self.assertTrue(Operator(grover_op).equiv(Operator(expected_grover_op)))\nAssertionError: False is not true\n",583,168.38497734069824
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,168.5247049331665,0.061551570892333984,0.4671013355255127,16287.082382917404,58.81673789024353,16346.427773714066,16519.23977279663,2,221,COI,timeout,,,,842.6643483638763
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,168.5247049331665,0.061551570892333984,0.4671013355255127,16287.082382917404,58.81673789024353,16346.427773714066,16519.23977279663,3,227,COI,timeout,,,,842.6757304668427
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,168.5247049331665,0.061551570892333984,0.4671013355255127,16287.082382917404,58.81673789024353,16346.427773714066,16519.23977279663,4,234,COI,killed,test_grover_00001 (test.aqua.test_grover.TestGrover),"Traceback (most recent call last):\n  File ""/home/swarm/qmutpy-experiments/tools/qiskit-aqua/env/lib/python3.7/site-packages/ddt.py"", line 182, in wrapper\n    return func(self, *args, **kwargs)\n  File ""./test/aqua/test_grover.py"", line 79, in test_grover\n    rotation_counts=rotation_counts, mct_mode=mct_mode)\n  File ""/home/swarm/qmutpy-experiments/tools/qiskit-aqua/env/lib/python3.7/site-packages/qiskit_aqua-0.9.2-py3.7.egg/qiskit/aqua/utils/name_unnamed_args.py"", line 69, in wrapper\n    return func(*args[:skip], **kwargs)\n  File ""qiskit.aqua.algorithms.amplitude_amplifiers.grover"", line 242, in __init__\nAttributeError: 'NoneType' object has no attribute 'reflection_qubits'\n",1,0.13571643829345703
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,168.5247049331665,0.061551570892333984,0.4671013355255127,16287.082382917404,58.81673789024353,16346.427773714066,16519.23977279663,5,243,COI,killed,test_iterations (test.aqua.test_grover.TestGroverFunctionality),"Traceback (most recent call last):\n  File ""./test/aqua/test_grover.py"", line 289, in test_iterations\n    self.assertTrue(Operator(ret['circuit']).equiv(Operator(self._expected)))\nAssertionError: False is not true\n",588,95.7620780467987
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,168.5247049331665,0.061551570892333984,0.4671013355255127,16287.082382917404,58.81673789024353,16346.427773714066,16519.23977279663,6,244,COI,timeout,,,,842.7407321929932
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,168.5247049331665,0.061551570892333984,0.4671013355255127,16287.082382917404,58.81673789024353,16346.427773714066,16519.23977279663,7,248,COI,survived,,,593,142.3782181739807
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,168.5247049331665,0.061551570892333984,0.4671013355255127,16287.082382917404,58.81673789024353,16346.427773714066,16519.23977279663,8,254,COI,killed,test_grover_00001 (test.aqua.test_grover.TestGrover),"Traceback (most recent call last):\n  File ""/home/swarm/qmutpy-experiments/tools/qiskit-aqua/env/lib/python3.7/site-packages/ddt.py"", line 182, in wrapper\n    return func(self, *args, **kwargs)\n  File ""./test/aqua/test_grover.py"", line 83, in test_grover\n    ret = grover.run(quantum_instance)\n  File ""/home/swarm/qmutpy-experiments/tools/qiskit-aqua/env/lib/python3.7/site-packages/qiskit_aqua-0.9.2-py3.7.egg/qiskit/aqua/algorithms/quantum_algorithm.py"", line 71, in run\n    return self._run()\n  File ""qiskit.aqua.algorithms.amplitude_amplifiers.grover"", line 408, in _run\nUnboundLocalError: local variable 'assignment' referenced before assignment\n",1,0.1748032569885254
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,168.5247049331665,0.061551570892333984,0.4671013355255127,16287.082382917404,58.81673789024353,16346.427773714066,16519.23977279663,9,258,COI,timeout,,,,842.6447422504425
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,168.5247049331665,0.061551570892333984,0.4671013355255127,16287.082382917404,58.81673789024353,16346.427773714066,16519.23977279663,10,260,COI,timeout,,,,842.7407495975494
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,168.5247049331665,0.061551570892333984,0.4671013355255127,16287.082382917404,58.81673789024353,16346.427773714066,16519.23977279663,11,268,COI,killed,test_grover_00010 (test.aqua.test_grover.TestGrover),"Traceback (most recent call last):\n  File ""/home/swarm/qmutpy-experiments/tools/qiskit-aqua/env/lib/python3.7/site-packages/ddt.py"", line 182, in wrapper\n    return func(self, *args, **kwargs)\n  File ""./test/aqua/test_grover.py"", line 91, in test_grover\n    self.assertEqual(groundtruth, [])\nAssertionError: Lists differ: ['101', '000', '011'] != []\n\nFirst list contains 3 additional elements.\nFirst extra element 0:\n'101'\n\n- ['101', '000', '011']\n+ []\n",10,2.828537940979004
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,168.5247049331665,0.061551570892333984,0.4671013355255127,16287.082382917404,58.81673789024353,16346.427773714066,16519.23977279663,12,281,COI,survived,,,593,116.6834237575531
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,168.5247049331665,0.061551570892333984,0.4671013355255127,16287.082382917404,58.81673789024353,16346.427773714066,16519.23977279663,13,302,COI,killed,test_grover_00001 (test.aqua.test_grover.TestGrover),"Traceback (most recent call last):\n  File ""/home/swarm/qmutpy-experiments/tools/qiskit-aqua/env/lib/python3.7/site-packages/ddt.py"", line 182, in wrapper\n    return func(self, *args, **kwargs)\n  File ""./test/aqua/test_grover.py"", line 91, in test_grover\n    self.assertEqual(groundtruth, [])\nAssertionError: Lists differ: ['101', '000', '011'] != []\n\nFirst list contains 3 additional elements.\nFirst extra element 0:\n'101'\n\n- ['101', '000', '011']\n+ []\n",1,2.1551334857940674
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,168.5247049331665,0.061551570892333984,0.4671013355255127,16287.082382917404,58.81673789024353,16346.427773714066,16519.23977279663,14,308,COI,killed,test_iterations (test.aqua.test_grover.TestGroverFunctionality),"Traceback (most recent call last):\n  File ""./test/aqua/test_grover.py"", line 288, in test_iterations\n    ret = grover.run(self._sv)\n  File ""/home/swarm/qmutpy-experiments/tools/qiskit-aqua/env/lib/python3.7/site-packages/qiskit_aqua-0.9.2-py3.7.egg/qiskit/aqua/algorithms/quantum_algorithm.py"", line 71, in run\n    return self._run()\n  File ""qiskit.aqua.algorithms.amplitude_amplifiers.grover"", line 403, in _run\n  File ""qiskit.aqua.algorithms.amplitude_amplifiers.grover"", line 309, in _run_experiment\n  File ""/home/swarm/qmutpy-experiments/tools/qiskit-aqua/env/lib/python3.7/site-packages/qiskit/quantum_info/states/utils.py"", line 58, in partial_trace\n    arr = state._data.reshape(state._op_shape.tensor_shape)\nValueError: cannot reshape array of size 8 into shape (2,2,2,2,2,2)\n",588,130.53974890708923
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,168.5247049331665,0.061551570892333984,0.4671013355255127,16287.082382917404,58.81673789024353,16346.427773714066,16519.23977279663,15,336,COI,killed,test_grover_00001 (test.aqua.test_grover.TestGrover),"Traceback (most recent call last):\n  File ""/home/swarm/qmutpy-experiments/tools/qiskit-aqua/env/lib/python3.7/site-packages/ddt.py"", line 182, in wrapper\n    return func(self, *args, **kwargs)\n  File ""./test/aqua/test_grover.py"", line 83, in test_grover\n    ret = grover.run(quantum_instance)\n  File ""/home/swarm/qmutpy-experiments/tools/qiskit-aqua/env/lib/python3.7/site-packages/qiskit_aqua-0.9.2-py3.7.egg/qiskit/aqua/algorithms/quantum_algorithm.py"", line 71, in run\n    return self._run()\n  File ""qiskit.aqua.algorithms.amplitude_amplifiers.grover"", line 403, in _run\n  File ""qiskit.aqua.algorithms.amplitude_amplifiers.grover"", line 325, in _run_experiment\n  File ""qiskit.aqua.algorithms.amplitude_amplifiers.grover"", line 345, in is_good_state\nAttributeError: 'function' object has no attribute 'probabilities_dict'\n",1,0.402498722076416
qiskit.aqua.algorithms.amplitude_amplifiers.grover,test.aqua.test_grover,593,168.5247049331665,0.061551570892333984,0.4671013355255127,16287.082382917404,58.81673789024353,16346.427773714066,16519.23977279663,16,338,COI,killed,test_run_circuit_oracle (test.aqua.test_grover.TestGroverExecution),"Traceback (most recent call last):\n  File ""./test/aqua/test_grover.py"", line 311, in test_run_circuit_oracle\n    ret = grover.run(self._qasm)\n  File ""/home/swarm/qmutpy-experiments/tools/qiskit-aqua/env/lib/python3.7/site-packages/qiskit_aqua-0.9.2-py3.7.egg/qiskit/aqua/algorithms/quantum_algorithm.py"", line 71, in run\n    return self._run()\n  File ""qiskit.aqua.algorithms.amplitude_amplifiers.grover"", line 403, in _run\n  File ""qiskit.aqua.algorithms.amplitude_amplifiers.grover"", line 325, in _run_experiment\n  File ""qiskit.aqua.algorithms.amplitude_amplifiers.grover"", line 345, in is_good_state\nAttributeError: 'list' object has no attribute 'probabilities_dict'\n",585,117.61202955245972
